name,ndcg_cut_10,recip_rank,map,P_10,recall_10,high_share,margin,avg_time_ms_per_query,low_activation_rate,low_calls,rank_ndcg,rank_mrr,rank_map,rank_speed,score_global
"            qid    docno  rank       score
0       1054071  7909423     1  102.033066
1       1054071  1576272     2  100.522079
2       1054071  5566175     3   99.675766
3       1054071  3525651     4   99.640884
4       1054071  7596623     5   99.348228
...         ...      ...   ...         ...
697995   959589  2551532    96  105.427460
697996   959589  5388796    97  105.408401
697997   959589  1777006    98  105.405685
697998   959589  7979357    99  105.395111
697999   959589  4654924   100  105.356384

[698000 rows x 4 columns]",0.3857287136519215,0.3386024148320354,0.33336240218927576,0.06050143266476012,0.5797158548233046,0.8,2.0,13.788861912050763,86.6189111747851,6046,1.0,1.0,1.0,33.0,10.6
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.38526294964919866,0.3382325538169522,0.33301190300815464,0.060372492836679864,0.5785339063992359,0.8,1.5,13.602090618615826,80.4297994269341,5614,2.0,2.0,2.0,31.0,10.7
"            qid    docno  rank       score
0       1054071  7909423     1  102.033066
1       1054071  1576272     2  100.522079
2       1054071  5566175     3   99.675766
3       1054071  3525651     4   99.640884
4       1054071  7596623     5   99.348228
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.37990610741664266,0.3339659528933054,0.3287661644056892,0.05928366762177991,0.5681232091690543,0.8,0.5,12.98655775785286,49.25501432664757,3438,6.0,6.0,6.0,24.0,11.4
"            qid    docno  rank       score
0       1054071  7909423     1  102.033066
1       1054071  1576272     2  100.522079
2       1054071  5566175     3   99.675766
3       1054071  3525651     4   99.640884
4       1054071  7596623     5   99.348228
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.3831300245420588,0.33648714341284497,0.3313712556423417,0.05991404011461672,0.5742359121298949,0.8,1.0,13.449324771326921,70.37249283667622,4912,4.0,5.0,5.0,29.0,11.799999999999999
"            qid    docno  rank       score
0       1051990  5830477     1  103.991119
1       1051990  5830474     2  103.257607
2       1051990  3005654     3  102.812653
3       1051990  8676231     4  102.734467
4       1051990  2743412     5  102.473785
...         ...      ...   ...         ...
697995   870422  6904055    96   97.520340
697996   870422  3667273    97   97.492462
697997   870422  6888145    98   97.491035
697998   870422  2382638    99   97.469910
697999   870422  7803795   100   97.443893

[698000 rows x 4 columns]",0.3838234421345758,0.3375539224296715,0.3322347445175573,0.06004297994269698,0.5751790830945558,0.7,2.0,13.874200206012452,86.26074498567336,6021,3.0,3.0,3.0,34.0,12.3
"            qid    docno  rank       score
0       1048585  3856131     1  103.174164
1       1048585  7187158     2  102.951691
2       1048585   353739     3   99.769119
3       1048585  7546324     4   99.184860
4       1048585  3040210     5   98.284531
...         ...      ...   ...         ...
697995  1048565  5082243    96   96.651382
697996  1048565  3405650    97   96.639557
697997  1048565  7956324    98   96.638969
697998  1048565  2667738    99   96.627213
697999  1048565  6932149   100   96.599945

[698000 rows x 4 columns]",0.37334450750548015,0.32913475039405904,0.323626046624534,0.05787965616046155,0.5549188156638013,0.8,0.0,10.9068029967102,0.0,0,12.0,12.0,12.0,13.0,12.300000000000002
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.3823396221204683,0.3366804826353761,0.3314210141071248,0.059627507163327265,0.5712034383954154,0.7,1.5,13.782181891006948,79.91404011461319,5578,5.0,4.0,4.0,32.0,12.799999999999999
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.3781557896804054,0.33319163280841985,0.32796091177351333,0.05885386819484571,0.5638968481375357,0.7,1.0,13.18778315776516,69.69914040114614,4865,8.0,8.0,8.0,27.0,13.7
"            qid    docno  rank       score
0        533105  7405433     1  106.851196
1        533105  7405437     2  106.618080
2        533105  1562832     3  106.430099
3        533105  7405438     4  105.385864
4        533105  7405441     5  105.316895
...         ...      ...   ...         ...
697995  1048565  3487400    96   96.519501
697996  1048565  3450007    97   96.497757
697997  1048565  5082242    98   96.494461
697998  1048565  1702468    99   96.476059
697999  1048565  3261882   100   96.458000

[698000 rows x 4 columns]",0.36150544910740745,0.3201917771431079,0.3144778307299865,0.055587392550145845,0.5323304680038203,0.7,0.0,10.012291688512061,0.0,0,16.0,16.0,16.0,9.0,13.9
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.3735900647400563,0.3296683552458943,0.3242890712918377,0.05793696275071943,0.5549188156638013,0.7,0.5,12.43776528593046,48.63896848137536,3395,11.0,11.0,11.0,22.0,14.3
