name,ndcg_cut_10,recip_rank,map,P_10,recall_10,high_share,margin,avg_time_ms_per_query,low_activation_rate,low_calls,rank_ndcg,rank_mrr,rank_map,rank_speed,score_global
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  8062109    96   94.336487
9996   998658  6137046    97   94.332130
9997   998658  4807513    98   94.327896
9998   998658  1015603    99   94.262802
9999   998658  8423296   100   94.255035

[10000 rows x 4 columns]",0.32196457133934897,0.294910477726331,0.2887118550486566,0.04899999999999999,0.455,0.8,1.0,27.25476382765919,71.0,71,4.5,5.0,4.0,21.0,9.5
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  1846517    96   93.429665
9996   998658  4606763    97   93.404419
9997   998658  3665620    98   93.396622
9998   998658  1119097    99   93.395447
9999   998658  1414392   100   93.365921

[10000 rows x 4 columns]",0.3254452504161246,0.3052235106590078,0.2972506342499901,0.04799999999999999,0.44,0.4,2.0,28.578910282813013,84.0,84,3.0,1.0,2.0,28.0,10.0
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  8062109    96   94.336487
9996   998658  6137046    97   94.332130
9997   998658  4807513    98   94.327896
9998   998658  1015603    99   94.262802
9999   998658  8423296   100   94.255035

[10000 rows x 4 columns]",0.3312198776296953,0.30398897316584966,0.2977903504881752,0.04999999999999998,0.465,0.8,2.0,30.861168853007257,83.0,83,1.0,3.0,1.0,34.0,11.299999999999999
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  8062109    96   94.336487
9996   998658  6137046    97   94.332130
9997   998658  4807513    98   94.327896
9998   998658  1015603    99   94.262802
9999   998658  8423296   100   94.255035

[10000 rows x 4 columns]",0.32196457133934897,0.29484767498395076,0.28864905230627635,0.04899999999999999,0.455,0.8,1.5,28.23220115620643,77.0,77,4.5,6.0,5.0,26.0,11.3
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  5378549    96   94.232208
9996   998658  3102110    97   94.231674
9997   998658  7269752    98   94.221901
9998   998658  5378551    99   94.212608
9999   998658  3177655   100   94.174530

[10000 rows x 4 columns]",0.32720187944991946,0.3040287609642582,0.2937919956663515,0.04799999999999999,0.45833333333333326,0.7,2.0,30.481842369772494,81.0,81,2.0,2.0,3.0,33.0,11.4
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  8062109    96   94.336487
9996   998658  6137046    97   94.332130
9997   998658  4807513    98   94.327896
9998   998658  1015603    99   94.262802
9999   998658  8423296   100   94.255035

[10000 rows x 4 columns]",0.31718803725640493,0.2904845885331624,0.2837304102999324,0.04699999999999999,0.4483333333333333,0.8,0.5,24.864382222294807,48.0,48,9.0,11.0,10.0,16.0,11.600000000000001
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  5378549    96   94.232208
9996   998658  3102110    97   94.231674
9997   998658  7269752    98   94.221901
9998   998658  5378551    99   94.212608
9999   998658  3177655   100   94.174530

[10000 rows x 4 columns]",0.3190396571004348,0.2946544444975501,0.2844176791996435,0.04699999999999999,0.4483333333333333,0.7,0.5,28.041530940681696,50.0,50,6.0,7.0,8.0,24.0,11.8
"          qid    docno  rank       score
0      148761  7495323     1  105.525352
1      148761  3416234     2  105.379143
2      148761  1339390     3  105.306564
3      148761  7800872     4  104.935417
4      148761  2065428     5  104.880577
...       ...      ...   ...         ...
9995  1084602  2752185    96   97.395477
9996  1084602  4445188    97   97.392395
9997  1084602  2640757    98   97.386398
9998  1084602  5612535    99   97.385010
9999  1084602  4477932   100   97.380539

[10000 rows x 4 columns]",0.3048089724121104,0.28637542610981004,0.2724085645113695,0.044000000000000004,0.42333333333333334,0.7,0.0,20.562024442479014,0.0,0,15.0,15.0,16.0,9.0,13.299999999999999
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  4345141    96   93.057556
9996   998658  2520173    97   93.026520
9997   998658  4055858    98   93.025368
9998   998658  2046245    99   93.004913
9999   998658  8826843   100   92.997246

[10000 rows x 4 columns]",0.31309425271420144,0.2967235106590078,0.28557355091665676,0.046,0.425,0.3,2.0,27.62746224179864,85.0,85,13.0,4.0,7.0,22.0,13.3
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  5378549    96   94.232208
9996   998658  3102110    97   94.231674
9997   998658  7269752    98   94.221901
9998   998658  5378551    99   94.212608
9999   998658  3177655   100   94.174530

[10000 rows x 4 columns]",0.31806622485303415,0.2940103826911933,0.28377361739328666,0.04699999999999999,0.4483333333333333,0.7,1.0,28.614889569580555,68.0,68,7.5,9.0,9.0,30.0,14.7
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  1846517    96   93.429665
9996   998658  4606763    97   93.404419
9997   998658  3665620    98   93.396622
9998   998658  1119097    99   93.395447
9999   998658  1414392   100   93.365921

[10000 rows x 4 columns]",0.3154452504161246,0.2941089456331524,0.28613606922413465,0.04699999999999999,0.43,0.4,1.5,28.602662538178265,79.0,79,11.0,8.0,6.0,29.0,15.299999999999999
"          qid    docno  rank       score
0     1002197  3662526     1  106.724075
1     1002197  3580781     2  106.492355
2     1002197  3041679     3  106.386703
3     1002197  7243406     4  105.805832
4     1002197  7271914     5  105.500778
...       ...      ...   ...         ...
9995   998658  5378549    96   94.232208
9996   998658  3102110    97   94.231674
9997   998658  7269752    98   94.221901
9998   998658  5378551    99   94.212608
9999   998658  3177655   100   94.174530

[10000 rows x 4 columns]",0.31806622485303415,0.29391593824674883,0.2836791729488422,0.04699999999999999,0.4483333333333333,0.7,1.5,30.396070731803775,75.0,75,7.5,10.0,11.0,32.0,15.7
