name,ndcg_cut_10,recip_rank,map,P_10,recall_10,high_share,margin,avg_time_ms_per_query,low_activation_rate,low_calls,rank_ndcg,rank_mrr,rank_map,rank_speed,score_global
"            qid    docno  rank       score
0       1054071  7909423     1  102.033066
1       1054071  1576272     2  100.522079
2       1054071  5566175     3   99.675766
3       1054071  3525651     4   99.640884
4       1054071  7596623     5   99.348228
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.3423664334520483,0.30396609550613735,0.2985120455170381,0.052808022922638136,0.5058261700095511,0.5,1.0,14.746741469206293,66.80515759312321,4663,1.0,1.0,1.0,12.0,4.3
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.32934318089382797,0.2946168589204432,0.288646277221623,0.05034383954154876,0.4815783190066857,0.4,1.0,13.407618300135335,65.95988538681948,4604,2.0,2.0,2.0,11.0,4.7
"            qid    docno  rank       score
0       1054071  1576272     1  100.522079
1       1054071  5566175     2   99.675766
2       1054071  3525651     3   99.640884
3       1054071  2251151     4   98.907089
4       1054071  4752240     5   98.721939
...         ...      ...   ...         ...
697995   959589  2551532    96  105.427460
697996   959589  5388796    97  105.408401
697997   959589  1777006    98  105.405685
697998   959589  7979357    99  105.395111
697999   959589  4654924   100  105.356384

[698000 rows x 4 columns]",0.3169284988313165,0.28253416498696804,0.277100335968195,0.048495702005731764,0.4636819484240688,0.5,0.5,12.370802714311942,46.10315186246418,3218,3.0,3.0,3.0,10.0,5.1000000000000005
"            qid    docno  rank       score
0       1054071  7909423     1  102.033066
1       1054071  1576272     2  100.522079
2       1054071  5566175     3   99.675766
3       1054071  3525651     4   99.640884
4       1054071  7596623     5   99.348228
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.3103298649932936,0.27927040249131363,0.27334260025545437,0.04702005730659105,0.44948662846227305,0.3,1.0,12.366493404302533,63.997134670487114,4467,4.0,4.0,4.0,9.0,5.5
"            qid    docno  rank       score
0       1005595   537603     1  108.652023
1       1005595  2337908     2  108.534851
2       1005595  5525088     3  108.459747
3       1005595  5525085     4  108.393066
4       1005595     1404     5  107.751068
...         ...      ...   ...         ...
697995   959589  2551532    96  105.427460
697996   959589  5388796    97  105.408401
697997   959589  1777006    98  105.405685
697998   959589  7979357    99  105.395111
697999   959589  4654924   100  105.356384

[698000 rows x 4 columns]",0.29822060114714816,0.26869984731421814,0.26256524521357344,0.04498567335243589,0.4297397325692454,0.4,0.5,11.18461487736062,45.37249283667622,3167,5.0,5.0,5.0,7.0,5.6
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.2833158118156641,0.25529401651451367,0.25000694293219,0.04276504297994253,0.4093839541547278,0.2,1.0,11.290694088815181,61.01719197707737,4259,6.0,6.0,6.0,8.0,6.600000000000001
"            qid    docno  rank       score
0        533105  7405437     1  106.618080
1        533105  7405438     2  105.385864
2        533105  3720860     3  102.468033
3        533105  3720861     4  101.789093
4        533105  6830867     5   98.960861
...         ...      ...   ...         ...
697995  1048565  2207142    96   96.235497
697996  1048565  8278792    97   96.217239
697997  1048565  3858908    98   96.209335
697998  1048565   185953    99   96.206657
697999  1048565  7679512   100   96.206482

[698000 rows x 4 columns]",0.2726328127321626,0.2440158309921218,0.23887785544387255,0.04091690544412556,0.3912249283667622,0.5,0.0,9.268095028782824,0.0,0,7.0,8.0,8.0,5.0,6.7
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.27151231909713797,0.24564595528095715,0.2401549372427963,0.040601719197707144,0.3879297994269341,0.3,0.5,10.295978409170111,44.05444126074499,3075,8.0,7.0,7.0,6.0,7.1000000000000005
"            qid    docno  rank       score
0         16860  7936559     1  102.315781
1         16860  5779558     2  101.214165
2         16860  6566822     3   98.606522
3         16860  6347110     4   98.067062
4         16860  8789264     5   97.958237
...         ...      ...   ...         ...
697995  1048565  1778192    96   96.120361
697996  1048565  4223706    97   96.091614
697997  1048565  2643680    98   96.076233
697998  1048565  4101995    99   96.073036
697999  1048565  3311630   100   96.064423

[698000 rows x 4 columns]",0.23909287406236132,0.2167678094230085,0.2111565002189795,0.03511461318051439,0.3356255969436485,0.4,0.0,7.037250058762836,0.0,0,9.0,9.0,10.0,3.0,7.300000000000001
"            qid    docno  rank       score
0       1004258  1195717     1  109.346481
1       1004258  1091350     2  109.247971
2       1004258  1678078     3  109.102287
3       1004258  2395858     4  109.062103
4       1004258  1306851     5  108.996544
...         ...      ...   ...         ...
697995   994941  3075982    96  103.965263
697996   994941  6643527    97  103.959358
697997   994941  7594788    98  103.945511
697998   994941  2960723    99  103.862900
697999   994941  1674159   100  103.856445

[698000 rows x 4 columns]",0.2382533047544347,0.21607203746975137,0.21117224274658522,0.03535816618911036,0.33853868194842407,0.2,0.5,8.645640490816794,40.65902578796561,2838,10.0,10.0,9.0,4.0,8.1
